word	weight
shop	0.0601493028033
gold	0.0619333922932
show	0.0843619458809
saga	0.113671987501
global	0.0530129448436
bring	0.0616785223661
colors	0.094047003112
comments	0.0695794901072
battle	0.0965957023833
follow	0.226579365221
find	0.285709188316
issues	0.0586200832405
help	0.456981779349
content	0.125905744004
upgrade	0.10220284078
based	0.094047003112
dice	0.195230364184
youll	0.0609139125847
menu	0.0894593444236
send	0.0983797918732
languages	0.067285660763
german	0.0522483350622
going	0.0568359937506
piano	0.0734025390142
include	0.107809979177
leaderboard	0.0542872944793
fly	0.0560713839692
tiles	0.0813035067553
downloading	0.0693246201801
hit	0.0726379292328
colorful	0.0705989698158
permission	0.105516149833
beat	0.0611687825118
watch	0.10933919874
toddlers	0.0573457336049
puzzles	0.249007918809
mania	0.0509739854265
fan	0.11290737772
updates	0.13329697189
words	0.166175192491
word	0.197779063455
bubbles	0.0665210509816
trade	0.0698343600344
endless	0.061423652439
school	0.0550519042607
magic	0.0718733194514
level	0.261241675311
skills	0.262006285092
ever	0.0935372632577
button	0.117240166481
leave	0.0509739854265
race	0.0606590426576
team	0.0851265556623
small	0.0553067741878
including	0.1315128824
stay	0.0535226846979
enjoy	0.162352143584
set	0.115201207064
art	0.0647369614917
discover	0.127689833493
lot	0.0573457336049
jump	0.155980395405
go	0.193191404767
see	0.250537138371
computer	0.0504642455723
design	0.105516149833
download	0.281886139409
contains	0.0981249219461
best	0.410850322538
subject	0.0629528720018
even	0.193446274694
lots	0.0683051404716
pictures	0.0507191154994
user	0.143746638903
cooking	0.07110870967
children	0.237283902161
access	0.135335931307
waiting	0.0553067741878
version	0.122847304878
various	0.0759512382855
progress	0.107809979177
tips	0.0570908636777
racing	0.0542872944793
email	0.0833424661724
exercise	0.0507191154994
daily	0.121827825169
available	0.320371498406
agreement	0.0565811238235
full	0.169233631616
terms	0.233715723181
ability	0.0649918314188
screen	0.160313184166
never	0.0835973360995
french	0.0677954006173
hundreds	0.0632077419289
water	0.0504642455723
explore	0.1164755567
objects	0.10933919874
rules	0.0560713839692
grow	0.0591298230948
news	0.104496670124
along	0.0606590426576
come	0.101693100926
change	0.0774804578483
kitchen	0.0519934651351
hours	0.0830875962453
search	0.145020988538
kids	0.312725400592
last	0.0560713839692
missions	0.0586200832405
license	0.0509739854265
restaurant	0.144511248684
items	0.290296847004
allows	0.0853814255895
adventures	0.0522483350622
experience	0.245694609756
players	0.350955889662
connection	0.118769386044
products	0.154196305915
advertising	0.119024255971
social	0.264045244509
action	0.0973603121647
let	0.11290737772
control	0.0889496045693
love	0.24085208114
family	0.0991444016546
extra	0.0818132466096
color	0.144256378757
sweet	0.053777554625
community	0.0588749531677
rovio	0.057600603532
controls	0.0897142143507
learning	0.127689833493
away	0.10398693027
select	0.138394370433
opponents	0.0756963683584
graphics	0.216129698209
score	0.167449542126
browse	0.0708538397429
gameplay	0.197014453674
create	0.177899209139
coins	0.0996541415089
creativity	0.0507191154994
three	0.123102174805
strategy	0.0591298230948
secret	0.0621882622204
much	0.0996541415089
dont	0.134061581672
memory	0.146550208101
improve	0.120808345461
today	0.094047003112
location	0.065246701346
dots	0.0504642455723
life	0.0866557752251
share	0.1315128824
designed	0.100163881363
levels	0.576515775174
great	0.18044790841
phone	0.119788865752
child	0.150373257008
baby	0.0807937669011
google	0.234990072816
potential	0.0621882622204
must	0.139413850142
sound	0.0889496045693
account	0.0843619458809
join	0.142727159194
room	0.0593846930219
rights	0.0553067741878
car	0.0588749531677
challenge	0.240342341286
work	0.0675405306902
stunning	0.0726379292328
solitaire	0.194465754402
policies	0.0637174817832
learn	0.270926732542
fun	0.684835494206
