word	weight
packs	0.0979431929481
forget	0.0652954619654
hordes	0.0652954619654
results	0.0326477309827
bring	2.64660450107
gb	0.424420502775
go	3.379832661
coins	0.655220756275
children	1.37589321001
make	0.373892754967
redirect	0.130590923931
access	0.964939042198
giant	0.0652954619654
based	0.347142704205
hunting	0.163238654913
everything	2.92455839844
menu	3.28450404748
wizard	0.228534116879
controls	2.91126495118
include	0.90847984292
third-party	0.130590923931
dodge	0.0652954619654
paying	0.130590923931
downloading	1.88375967429
hit	0.898916897205
garden	0.326477309827
hilarious	0.0979431929481
overall	0.130590923931
trees	0.0979431929481
choice	0.261181847862
embark	0.424420502775
facebook	1.340207874
competing	0.0979431929481
cook	0.0652954619654
join	0.228742246164
bubbles	0.981575922236
blast	1.58142787471
areas	0.0979431929481
smash	0.0326477309827
evolution	0.0326477309827
animations	0.0979431929481
level	2.74937021731
skills	0.872246697434
in-app	1.36078956641
gun	0.0979431929481
bird	0.0326477309827
bad	0.391772771792
vector	0.0979431929481
loads	0.0326477309827
inside	0.163238654913
vision	0.293829578844
view	0.0326477309827
enjoy	1.0054604227
unexpected	0.0979431929481
art	1.51294084077
instagram	0.163238654913
higher	0.424420502775
acquired	0.130590923931
discover	2.81247951371
zones	0.0326477309827
battle	1.0139497983
street	0.0326477309827
design	0.618819603149
result	0.130590923931
download	0.463275435269
hero	0.0652954619654
stop	0.130590923931
best	1.82766757481
even	0.506306948031
ways	0.35912504081
movie	0.0979431929481
assistance	0.424420502775
cooking	1.37737266507
fingers	0.261181847862
find	1.14269097102
weapons	0.195886385896
version	1.06303450499
progress	1.21130645723
ever	1.39613796024
guns	0.0652954619654
android	1.67193127718
notice	0.163238654913
terms	1.39689921321
ability	0.502335913144
screen	0.610949083554
never	1.95267771116
costumes	0.130590923931
wild	0.0326477309827
explore	2.24237475452
protection	0.261181847862
let	2.02408488705
others	0.195886385896
along	0.538217049797
outfit	0.0652954619654
optional	2.83397473123
fish	0.0652954619654
change	0.84273459113
foes	0.0979431929481
protect	0.326477309827
kids	1.14837183078
missions	1.11387528567
license	7.68573947111
secrets	0.163238654913
items	0.674779584821
inspired	0.0652954619654
allows	1.52950039226
adventures	1.24971373514
experience	0.531517252497
host	0.35912504081
credit	0.261181847862
products	0.846913440342
advertising	2.19435816448
social	0.123644457386
action	0.670657894512
awards	0.0652954619654
devices	0.675075930708
options	0.0326477309827
winner	0.163238654913
purchases	2.60092706298
simple	1.6189024689
win	1.9556588985
smashing	0.293829578844
pop	1.0901758115
satisfaction	0.163238654913
variety	1.13358989249
tons	0.130590923931
planes	0.0979431929481
village	0.163238654913
majestic	0.130590923931
associated	0.130590923931
tools	0.522363695723
earning	0.424420502775
select	0.943614422481
blog	0.163238654913
pin	0.130590923931
army	0.0652954619654
create	0.917590672291
contains	2.99444394978
informed	0.130590923931
three	0.795625204048
strategy	4.41709165006
secret	1.57494661293
much	1.31044151255
basic	0.0979431929481
dozens	0.228534116879
dreams	0.0979431929481
life	3.01401547887
families	0.163238654913
upcoming	0.163238654913
received	0.163238654913
fire	0.228534116879
prison	0.0652954619654
award	0.0652954619654
authentication	0.261181847862
races	0.0979431929481
lives	0.0326477309827
escape	1.55267464063
graphics	0.453168600891
baby	10.1021812186
disabling	0.130590923931
minions	0.0652954619654
pilot	0.0979431929481
shoot	0.0652954619654
account	3.09596756137
save	1.11387528567
laser	0.228534116879
look	0.369151751734
player	0.592349862898
challenge	3.12428433785
oh	0.0652954619654
choices	0.0326477309827
movies	0.0652954619654
carefully	0.326477309827
learn	0.361511734295
fun	1.00111976736
meet	0.391772771792
beautiful	1.04996440862
heart	0.130590923931
crazy	0.0326477309827
pyramid	0.391772771792
challenging	0.68408896049
give	1.45013952285
awesome	0.738303503468
share	0.744742196813
site	0.293829578844
currency	0.261181847862
purchased	1.97070242849
bones	0.0326477309827
keep	1.88030323452
dress	2.02043624372
worry	0.0652954619654
information	1.62146402344
different	0.273513860182
wisely	0.261181847862
end	6.47414877229
players	0.372100676403
little	0.550949066029
travel	0.84884100555
feature	1.47236388335
machine	0.0979431929481
interest-based	0.261181847862
forest	0.163238654913
stickers	0.0652954619654
beach	0.163238654913
defeat	0.35912504081
finish	0.0652954619654
funny	0.0979431929481
farm	2.77263328684
watch	1.79154766226
downloads	0.261181847862
quests	0.84884100555
collection	0.270244003907
wrong	0.163238654913
fruit	1.26827384012
designed	3.58537464725
favorites	0.0326477309827
waves	0.293829578844
ready	0.291789653421
develop	3.14989322586
toddlers	1.70794210469
grow	1.65640936877
man	0.391772771792
purchase	0.817197179278
characters	1.20418949802
short	0.0979431929481
center	0.0979431929481
third	2.23747873977
doctor	0.293829578844
bean	0.228534116879
childhood	0.0979431929481
scoop	0.163238654913
greatest	0.130590923931
enter	0.0979431929481
fan	0.578309967728
dream	2.33964671875
order	1.48373348863
wind	0.0652954619654
latest	0.282771871637
cute	2.04136506537
help	0.857305016297
rocket	0.195886385896
moments	0.0979431929481
money	1.95317394437
zen	0.652954619654
soon	0.228534116879
trade	1.40250720276
including	1.73773179256
looks	0.0652954619654
using	5.49664203468
touch	2.30284328722
rewarded	0.326477309827
gameloft.privacy	0.163238654913
unique	0.62791989143
ads	1.12118737726
personal	1.56214216892
fix	0.0326477309827
extra	3.99051893619
advertisements	0.130590923931
amazing	2.33325424138
virtual	0.261181847862
winning	0.326477309827
terms.ea.comvisit	0.424420502775
age	0.341588420938
offers	1.69289415663
parents	1.15055980106
choose	0.128610098245
sweet	7.28506111005
policy	2.66311138985
input	0.130590923931
endless	12.2248968074
balloons	0.0652954619654
setting	0.130590923931
take	1.30709854951
real	1.23963539857
good	1.13358989249
aspects	0.130590923931
around	0.653549274754
emergency	0.130590923931
worlds	0.643696773125
